name,justify
张弥曼, 古脊椎动物学家，主要从事比较形态学、古鱼类学、中－新生代地层、古地理学、古生态学及生物进化论研究。1936年4月17日生于江苏南京。1960年毕业于苏联莫斯科大学地质系。1982年获瑞典斯德哥尔摩大学博士学位。1991年当选为中国科学院学部委员(院士)。
张培震, 地震动力学家，主要通过构造变形研究大陆动力过程和强震活动习性。1955年12月23日出生于河南省淮滨县。1979年毕业于长春地质学院，1982年在中国科技大学研究生院获硕士学位，1987年在美国麻省理工学院获博士学位。2013年当选为中国科学院院士。
张人禾," 
气象学家，长期从事气候动力学研究。1962年7月生于甘肃省兰州市。1982年毕业于兰州大学地理系气象专业，1991年获中国科学院大气物理研究所博士学位。2015年当选为中国科学院院士。
气象学家，长期从事气候动力学研究。1962年7月生于甘肃省兰州市。1982年毕业于兰州大学地理系气象专业，1991年获中国科学院大气物理研究所博士学位。2015年当选为中国科学院院士。"
赵柏林, 大气科学和遥感学家，从事大气光学、大气湍流、电离层物理、云降水物理学、雷达气象和微波遥感等研究。1929年4月16日生于辽宁辽中。1952年毕业于清华大学气象系。1991年当选为中国科学院学部委员(院士)。
赵国春, 
赵鹏大, 数学地质、矿产普查勘探学家，主要从事矿产勘查中数学模型的应用研究。1931年5月25日生于沈阳。1952年毕业于北京大学地质系。1958年获苏联莫斯科地质勘探学院副博士学位。1993年当选为中国科学院院士。
郑度, 自然地理学家，从事高原与山地的地理研究工作。1936年8月26日生于广东揭西。1958年毕业于中山大学地理系。1999年当选为中国科学院院士。
郑永飞, 地球化学家，主要从事同位素地球化学与化学地球动力学研究。1959年10月14日生于安徽长丰。1982年毕业于南京大学。1991年获德国哥廷根大学自然科学博士学位。2009年当选为中国科学院院士。
钟大赉, 构造地质学家，主要从事不同尺度构造研究的结合，深部构造与浅部构造、深部物质运动对地壳演化关系的研究。1933年8月生于山东青岛。1954年毕业于北京地质学院。1963年获苏联列宁格勒矿业学院副博士学位。2001年当选为中国科学院院士。
周成虎, 地图学与地理信息系统学家，长期从事遥感与地理信息系统及其与地理科学的交叉研究。1964年8月18日出生于江苏省海安市。1984年毕业于南京大学，1987年和1992年在中国科学院地理研究所先后获硕士和博士学位。2013年当选为中国科学院院士。
周卫健, 第四纪地质学家，主要从事全球变化、第四纪地质及宇宙成因核素在地球环境科学中的应用研究。1953年3月23日生于贵州贵阳，1976年毕业于贵州大学，1995年在西北大学地质系获博士学位，2009年当选为中国科学院院士。
周秀骥, 大气物理学家，主要从事大气物理、大气遥感和大气环境研究。1932年9月24日生于江苏丹阳。1962年苏联科学院应用地球物理研究所研究生毕业，获数理副博士学位。1991年当选为中国科学院学部委员(院士)。
周志炎, 古植物学家，长期从事古植物学和相关地层学研究，以中生代裸子植物和蕨类化石的研究见长。1933年1月11日生于上海。1954年毕业于南京大学地质系。1961年中国科学院南京地质古生物研究所研究生毕业。1995年当选为中国科学院院士。
周忠和, 古生物学家，主要从事古鸟类研究。1965年1月19日出生于江苏扬州。1986年毕业于南京大学。1999年获美国堪萨斯大学博士学位。2011年当选为中国科学院院士。
朱敏, 古生物学家，主要从事古鱼类学、鱼类演化生物学及相关地层学研究。1965年10月出生于江苏省苏州市。1984年毕业于南京大学，1987年获中国地质科学院硕士学位，1990年获中国科学院古脊椎动物与古人类研究所博士学位。2021年当选为中国科学院院士。
朱日祥, 地球物理学家，长期从事地球物理学基础理论和实验研究。1955年8月18日生于山西大同。1978年毕业于山西大学物理系。1984年获中国科学院地球物理研究所硕士学位，1989年获中国科学院地质研究所博士学位。2003年当选为中国科学院院士。
朱彤, 大气化学与环境健康学家，主要从事大气化学过程、大气污染控制、环境暴露与健康效应研究。1962年9月出生于四川成都。1983年毕业于北京大学，1986年获该校硕士学位，1991年获德国伍珀塔尔大学博士学位。2021年当选为中国科学院院士。
朱永官, 环境土壤学和环境生物学家，长期从事环境土壤学和环境生物学研究。1967年8月生于浙江省桐乡市。1989年毕业于浙江农业大学，1992年获中国科学院南京土壤研究所硕士学位，1998年于英国帝国理工学院获博士学位。2019年当选为中国科学院院士。
邹才能, 石油天然气地质学家，长期从事常规-非常规油气地质科研与勘探工作。1963年9月生于重庆。1987年毕业于西南石油学院，2004年获中国石油勘探开发研究院博士学位。2017年当选为中国科学院院士。
安立佳,高分子物理学家，长期从事高分子物理基础理论研究。1964年11月生于吉林省前郭县。1986年毕业于吉林大学化学系，1989年和1992年在吉林大学分别获理学硕士和博士学位。2015年当选为中国科学院院士。
白春礼, 化学家和纳米科技专家，先后从事过高分子催化剂的结构与物性、有机化合物晶体结构的X-射线衍射、分子力学和导电高聚物的EXAFS等研究，研制成功扫描探针显微镜(SPM)系列，在纳米结构、分子纳米技术方面进行了较系统的工作。1953年9月生，辽宁丹东人。1978年毕业于北京大学，1981年和1985年先后在中国科学院化学研究所获硕士和博士学位。1997年当选为中国科学院院士。
包信和," 
物理化学家，主要从事能源高效转化相关的表面科学和催化化学基础研究。1959年8月生于江苏扬中。1982年毕业于复旦大学化学系，1987年获该校博士学位。2009年当选为中国科学院院士。"
卜显和, 无机化学家，主要从事功能配合物化学研究。1964年8月出生于辽宁省朝阳市。1986年毕业于南开大学，1992年获该校博士学位。2021年当选为中国科学院院士。
曹镛, 高分子化学家，主要从事导电高分子研究。1941年10月14日生于湖南长沙。1965年毕业于苏联列宁格勒大学化学系。1987年获日本东京大学理学博士学位。2001年当选为中国科学院院士。
柴之芳, 放射化学家，长期从事放射化学和核分析技术研究。1942年9月生于上海。1964年毕业于复旦大学物理系。2007年当选为中国科学院院士。
陈洪渊, 分析化学家，主要从事电化学分析的基础与应用、纳米生物电化学、仿生催化与生物传感、光电化学、微纳流控芯片及生命分析新装置新仪器等前沿领域研究。1937年12月24日生于浙江三门。1961年毕业于南京大学化学系。2001年当选为中国科学院院士。
陈军, 无机化学家，主要从事无机固体化学的研究。1967年9月出生于安徽省宿松县。1989年毕业于南开大学，1999年在澳大利亚Wollongong大学获博士学位。2017年当选为中国科学院院士。
陈俊武, 石油炼制工程专家，主要从事炼油工程设计和技术开发工作。1927年3月生于北京。1948年毕业于北京大学。1991年当选为中国科学院学部委员(院士)。
陈凯先, 药物化学家，主要从事药物化学和创新药物研究。1945年8月28日生于重庆。1967年毕业于复旦大学。1982年和1985年先后在中国科学院上海药物研究所获硕士和博士学位。1999年当选为中国科学院院士。
陈小明, 无机化学家，主要从事配合物超分子化学与晶体工程领域的研究。1961年10月生于广东揭阳。1983年毕业于中山大学化学系，1986年获该校硕士学位，1992年获香港中文大学博士学位。2009年当选为中国科学院院士。
